"","x"
"1086","RT @AgentP22: We all dodged a bullet in 2014 by rejecting the SNP's flawed prospectus for wrenching Scotland out of the UK and EU.

There w…"
"1087","@Truthhurts_20 DJT not ProLife
GAVI Gates owns funded them $750 Million in 1999 Trump praises them gave $1.16 Billi… https://t.co/XUAIUQglgM"
"1088","RT @2tweetaboutit: Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nations

@jeremycorbyn  has attacked @…"
"1089","WELSH MINISTER MARK DRAKFORD STARTS COVID JAB SLOW DOWN - Staff Told Not Too Rush - 
EKE OUT THE VACCINE HE SAY'S -… https://t.co/siBHa1cbKG"
"1090","How does the COVID vaccine work? @HowardFullmanMD returns to @MedsPodcast to share updates on everything COVID and… https://t.co/KzCyZ2cxJx"
"1091","RT @VaccineStatusUK: 4,062,501 individuals in the UK received at least one dose of a COVID vaccine as of 18 January 2021 (Source:
@PHE_uk)…"
"1092","World facing 'catastrophic moral failure' on vaccines: WHO chief
The world is on the brink of a 'catastrophic moral… https://t.co/JRokUBHPyB"
"1093","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1094","RT @DentalHanham: Sam has had his COVID-19 Vaccine! 

We are asking our team to be vaccinated. This means that we are less likely to become…"
"1095","Pfizer COVID vaccine makes more antibodies than infection - report  https://t.co/e4YWIHWGgD"
"1096","Turns out #Vaccines produce more #antibodies than the #COVID virus itself, study shows  https://t.co/N5omgOMx7C"
"1097","Woke up today with a smile because I knew my dad, who’s had cancer twice, gets his first Covid vaccine shot"
"1098","RT @vhcracer: Cuomo Slams DHHS, Pushes To Buy COVID Jabs Directly From Pfizer; Norway Struggles To Ease Vaccine Worries: Live Updates https…"
"1099","RT @DelthiaRicks: Norwegian health officials now say the Pfizer vaccine is safe. The vax had been implicated in 33 deaths of nursing home r…"
"1100","Those who have loved ones in prison knew that it was always a matter of “when” and not “if” or “how quickly” Covid-… https://t.co/HdDWSWHKjs"
"1101","@JoeBiden Great but me and my family won't be taking any covid vaccine besides it's all going to disappear once you take office <U+0001F44D>"
"1102","RT @AndrewWHAM: #NEW: Monroe County Department of Health says they are an expecting allocation of only 1,500 new COVID vaccine doses this w…"
"1103","The oldest man in Canada received the COVID-19 vaccine last week, and he lives right here in BC! JaHyung Lee is 110… https://t.co/9Ey2MFQKPy"
"1104","A survey of 16,158 health system employees on hesitancy to receive a #COVID vaccine. 55% Yes, 16.4% No, and 28.5% u… https://t.co/WiBXQaoxLM"
"1105","There is a vaccine against #homelessness: It's called #AffordableHousing.

COVID-19 has laid bare the problems of t… https://t.co/FoXH3fZJd4"
"1106","@Number10cat The Covid vaccine news and covid news is propagana the vaccine is the virus #NoVaccineforMe more fool… https://t.co/MzS4kMylB1"
"1107","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1108","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1109","But it’s unclear if they can do it before those vaccines are fully licensed. Here's a look at what the experts say. https://t.co/49IBv65K04"
"1110","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"1111","RT @CBS8: The California state epidemiologist is recommending providers pause the administration of a single lot of the Moderna vaccine due…"
"1112","Maybe so Morrison can order the return of stranded Aussies as an Election crutch ? Like delaying the COVID vaccine… https://t.co/rzyGl7QvK4"
"1113","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1114","RT @amarilloglobe: Acceptance of the COVID-19 vaccine continues to soar, a new USA TODAY/Suffolk University Poll finds, but pessimism is al…"
"1115","<U+26A0><U+FE0F> The EU has gone down on our global #COVID19 vaccine access test.

<U+26A0><U+FE0F><U+26A0><U+FE0F> The EU accumulates contracts for 2.3bn do… https://t.co/2uJn4mxL47"
"1116","RT @AHS_media: Paulis &amp; Elfrida Heinbergs, married 70 years and residents of Good Samaritan Society Pembina Village Long Term Care in Evans…"
"1117","@Travisdhanraj @Shawn_Jeffords So the feds provide the sick leave, the vaccine, the military to bail out the LTCs (… https://t.co/oQbXxLChoy"
"1118","Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nations https://t.co/eKGua8BK8c"
"1119","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"1120","I applied to volunteer at a COVID vaccine pod"
"1121","RT @AHS_media: 86-year-old Irene Pipke is one of the residents living at the Hamlets in Red Deer who received her first dose of COVID-19 va…"
"1122","RT @jamilhussan_a: #Modi ji is Afraid of:

<U+0001F449>Farmer’s 
<U+0001F449>Press 
<U+0001F449>China 
<U+0001F449>Covid vaccine https://t.co/pS65th27HB"
"1123","GETTING MY COVID-19 VACCINE TOMORROW AND I’M SO EXCITED! Yes yes yes <U+0001F64C><U+0001F3FD>"
"1124","RT @AHS_media: 84 year-old Alwine Jastrau, a resident at Cypress View Foundation, received her first dose of COVID-19 vaccine yesterday fro…"
"1125","The World Health Organization chief says it’s “not right” that younger, healthier adults in wealthier countries get… https://t.co/Zx9WhBqwjA"
"1126","RT @almosley2002: On Jan. 14th, Jackson State #JSU sponsored an important conversation on the COVID-19 vaccine and we were privileged to ha…"
"1127","RT @AmerMedicalAssn: Looking for the latest in #COVID19 #vaccine developments? We've compiled updated science and evidence-based resources…"
"1128","Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post https://t.co/7WlZdCsEkW"
"1129","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"1130","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1131","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1132","RT @TheLastWord: Dr. Anthony Fauci tells @Lawrence that the flow of Covid-19 vaccines is steady enough to ensure everyone will get their se…"
"1133","RT @WSJ: Dollar General is offering employees a deal: Go get a Covid-19 vaccine and receive four hours of pay https://t.co/b52bF4w5OB"
"1134","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1135","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1136","Joint Statement from @CountyExecBello and @MonroeHealth: Monroe County is expecting 1500 doses of COVID-19 vaccine… https://t.co/FbO16aHt4Z"
"1137","UK Government: All pharmacies should to be able to play a part in the UK's Covid-19 vaccine programme - Sign the Pe… https://t.co/NK269idqYZ"
"1138","RT @MartinxHodgson: ""The world is on the brink of a catastrophic moral failure and the price of this failure will be paid with lives and li…"
"1139","A USF nursing student gave me my covid vaccine <U+0001F60A>"
"1140","RT @Max46023367: @sapiofoxxy @covid_500 Jon Snow interviewing Sir john Bell,a member of Sage..Bell blurts out that this Vaccine will Steril…"
"1141","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"1142","RT @nypost: 'Catastrophic moral failure': WHO slams COVID vaccine distribution https://t.co/cvE97C7Q5y https://t.co/hptTmQoHct"
"1143","Ontario seniors 'living in fear' of COVID-19 feel forgotten in vaccine rollout plan | CBC News https://t.co/GmhwzUkt3A"
"1144","RT @Effiedeans: Scotland has nearly 15 times the Covid deaths as Norway, now Sturgeon's vaccine delays are killing more
https://t.co/Pfvy3I…"
"1145","RT @lapublichealth: Watch the COVID-19 Vaccine Town Hall tomorrow at 6:00-7:30pm. 

Submit a question at https://t.co/KT7Lzwc3H1"
"1146","@Santiaguerra2 @dominiquetaegon What alternative do you have to the flu vaccine?This whole situation is an exercise… https://t.co/fq18fsUfkn"
"1147","This is why we will never be on top of covid until the vaccine has been fully rolled out. Not about who's going out… https://t.co/E8y5yKugY5"
"1148","RT @ItsMB_Call911: Lost the BigHomie to Covid..I know I go around large Groups but i've been tested and plan to keep on testing periodicall…"
"1149","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1150","Cuomo Slams DHHS, Pushes To Buy COVID Jabs Directly From Pfizer; Norway Struggles To Ease Vaccine Worries: Live Upd… https://t.co/koXMsL8agO"
"1151","Cuomo Slams DHHS, Pushes To Buy COVID Jabs Directly From Pfizer; Norway Struggles To Ease Vaccine Worries: Live Upd… https://t.co/CtPsx1VTIh"
"1152","RT @bongzmessi: I dare you to name just one good thing this New Dawn administration has achieved in its 3 years. Hell I dare you to name ju…"
"1153","New York Gov. Cuomo asks to buy Covid vaccine directly from Pfizer amid dose shortages https://t.co/jy22buBeYB"
"1154","When can grandparents safely visit their grandkids after receiving the COVID-19 vaccine? https://t.co/WJPFIeYmSs"
"1155","RT @benmeyerink: Many patients asking which COVID vaccine to get and when to get it. 

My response: whichever one is available to you and a…"
"1156","Calif. Calls For Pause On Batch Of Moderna's COVID Vaccine After Several... https://t.co/zh7DKmSEf7 via @YouTube"
"1157","if this example of doltified nationalism anything to go by im now very concerned for the mental state of the scots… https://t.co/2L2doW50GP"
"1158","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1159","RT @amsafavi: #Iran: Outrageous vaccine policy is setting stage for mass Covid-19 deaths  https://t.co/dzU2ww51k3  And the regime &amp; its apo…"
"1160","How much ""bonus"" will it take before  you submit to the vaccine?

https://t.co/eAqhymu0DR"
"1161","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"1162","Norway denies 'direct link' between 33 deaths of elderly and vaccine
 https://t.co/I5u3zwA0IL"
"1163","Welp I’m gonna have to keep my mouth zipped when I get the covid vaccine since my co worker believes it’s the mark… https://t.co/rLzUqWyUdX"
"1164","Cuomo Slams DHHS, Pushes To Buy COVID Jabs Directly From Pfizer; Norway Struggles To Ease Vaccine Worries: Live Upd… https://t.co/LFnWaq4lCx"
"1165","RT @CllIreland: Blood cancer patients in the UK will receive the vaccine this week along with the over 70s.
Not so in Ireland as patients a…"
"1166","RT @MikeMaher777: @Jlarlat1 @HawkesCr7 It’s actually not false at all, you should look into it. This virus is only deadly to over 70’s, the…"
"1167","RT @debra25579548: The Publix stores allotted COVID vaccines by the state are located in 12 ‘safely Republican’ Florida counties. DeathSant…"
"1168","RT @UncleDynamite: On Judgement Day, after the quick and the dead are finally sorted, we’ll break into groups and at long last receive the…"
"1169","Pound Falls on Risk-Off Mood, Later Rallies on COVID-19 Vaccine Progress https://t.co/q3nt7gX3PI"
"1170","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1171","RT @ASFried: From the obituary of a man killed by COVID: ""To honor his memory if you are a U.S. Senator please vote to convict Donald J. Tr…"
"1172","@JeremyVineOn5 I'd rather miss restaurants or cinemas than risk my health with an experimental DNA-altering injecti… https://t.co/RmlSrVG9lr"
"1173","@MailOnline @NinjaAlex420 What causes Auto-Immune responses? It's generally not a virus with a 99.997% survival rat… https://t.co/YXp3xqEHw6"
"1174","Got my 1st Covid vaccine this morning"
"1175","RT @DrJacobsRad: ""The European Union will have a much shorter interruption in deliveries of the Pfizer-BioNTech COVID-19 vaccine than Canad…"
"1176","RT @goggleboxshow: Mary and Marina got their Covid-19 vaccine together <U+0001F60D> #Gogglebox https://t.co/7tsE4ppadx"
"1177","RT @BlancoTarantino: Four trial volunteers who got Pfizer's COVID-19 vaccine developed Bell's palsy - but FDA denies that the temporary fac…"
"1178","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"1179","RT @GovMLG: We're making excellent progress rolling out the COVID-19 vaccine statewide.

As additional doses become available, more New Mex…"
"1180","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"1181","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"1182","RT @PRIMAGIRIS: me and the besties after we take the covid vaccine https://t.co/8tiICB02aN"
"1183","RT @Max46023367: @sapiofoxxy @covid_500 Jon Snow interviewing Sir john Bell,a member of Sage..Bell blurts out that this Vaccine will Steril…"
"1184","RT @NC_PLWC: We collaborated with @nu_abolition on a COVID vaccine factsheet for prisoners. We'll be mailing these out soon with zines &amp; le…"
"1185","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1186","RT @Tomunism_: There are so few people infected with COVID in Cuba, that the country can’t test its own vaccine https://t.co/lGyjAeNhmB"
"1187","What you need to know about the claims 23 people died after getting the Covid-19 vaccine in Norway https://t.co/ERsv0Hl8Py #mustread #feedly"
"1188","Cuomo Slams DHHS, Pushes To Buy COVID Jabs Directly From Pfizer; Norway Struggles To Ease Vaccine Worries: Live Upd… https://t.co/SPoyb2330J"
"1189","If bette porter were mayor all of LA would have the vaccine and covid would be over...... thanks homophobia!"
"1190","#ICYMI Southern California #AQMD lifted restrictions on cremations due to surplus of corpses to be dealt with from… https://t.co/fDZUoRU2tM"
"1191","RT @Hyvast: .

Do you think China should manufacture or fund COVID-19 Vaccine supply for third world countries  that can not afford to comp…"
"1192","In July, Health Secretary Matt Hancock announced definitively that the UK would be buying and regulating Covid vacc… https://t.co/8irrgMHIVe"
"1193","RT @drdavidsamadi: If you are entering the US by plane after January 26, you need to show that you have tested negative for COVID-19.

The…"
"1194","RT @SurrbhiM: According to the official reports released by the Modi Govt, 580 cases of abnormal health issues along with 2 deaths have bee…"
"1195","@CutieScorbunny Everybody needs the vaccine eventually. It's a pre-emptive measure, because you won't suffer any of… https://t.co/pSbf4dbyHR"
"1196","RT @amasehimika147: Pfizer Vaccine causing Patients to get BELL'S PALSY &amp; FACIAL PARALYSIS!!

Four trial participants who received the Pfiz…"
"1197","I wonder why the government is not saying how many doses of covid 19 vaccine one will have to take in order to comp… https://t.co/0XehnUXv4x"
"1198","California state epidemiologist recommends pause on use of batch of Moderna vaccines https://t.co/m7We1TXLgV"
"1199","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"1200","RT @MidEssexCCG: <U+0001F4E3> It’s official:  All of our GP-led vaccination sites across mid and south #Essex are now live with COVID-19 vaccinations…"
"1201","Spoiler: You should get the shot - Should I get a COVID-19 vaccine if I've had the virus? https://t.co/Al42gx016v https://t.co/c84aDWHDK9"
"1202","@theladycyn This smile is COVID-19 vaccine"
"1203","As states start offering #COVID19 vaccines to seniors, many #caregivers are finding it challenging to actually get… https://t.co/tjpgRUbZAY"
"1204","For @besthealthmag, I spoke to a Toronto-based ER nurse about what it's like getting the COVID-19 vaccine, what it'… https://t.co/2T0nYZxVV4"
"1205","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…"
"1206","I am just so frustrated! The point of the vaccine?
I spell it out now.
It saves you from death &amp; taking up a bed.
Y… https://t.co/r4JcL9cYHp"
"1207","RT @BriefcaseMike: Hancock just gave a very badly phrased reply that suggested we don't yet know how much the vaccine will prevent the over…"
"1208","Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post https://t.co/rpxaeuzsnV"
"1209","""Similar cases linked to the Pfizer-BioNTech vaccine have been referred to the CDC and FDA for review"" | California… https://t.co/dyFV5YdCOY"
"1210","RT @ChemistDruggist: More than 200 #pharmacies are expected to start #vaccinating by the end of January, but questions remain as to why les…"
"1211","@AmazingLovelyGM I suppose ALL of us will have to wait for the vaccine and then everyone may not get it. As soon as… https://t.co/kQ0dyUU2h6"
"1212","RT @TeenaGates: BREAKING:  #FamilyCarers “likely to be considered in the key worker group” under category 6 of the HSE Covid 19 priority va…"
"1213","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1214","RT @NewsFallon: Another common email I get: a senior who thinks he is registering for the COVID vaccine by emailing me.

It’s a terrible ir…"
"1215","RT @_JoshRWhite: Jim Larrañaga, 71, says he's had the first dose of the COVID-19 vaccine and has experienced no side effects. Larrañaga wil…"
"1216","RT @LewishamCouncil: The COVID-19 vaccination is being rolled out to priority groups across South-East London. We would like to better unde…"
"1217","COVID-19 Vaccine distribution for Phase 1B populations to begin in Portage County https://t.co/G4sAVpa3Bv"
"1218","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1219","RT @drdavidsamadi: If you are entering the US by plane after January 26, you need to show that you have tested negative for COVID-19.

The…"
"1220","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1221","found out I can get the covid vaccine because of work and I'm like half excited half nervous? on one hand I'm like… https://t.co/CAiRFwKAdG"
"1222","Madness

Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post https://t.co/z3vWnPG2Pj"
"1223","RT @JujuliaGrace: If you think that NHS staff should receive full COVID-19 vaccine courses (2 doses) immediately, please RT this<U+0001F447>

NHS staf…"
"1224","Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post 
<U+2066>@stevenmnuchin1<U+2069> <U+2066><U+2066>… https://t.co/YjPJ3q0AVV"
"1225","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1226","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…"
"1227","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1228","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"1229","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1230","Top story: Another new coronavirus variant found across California - Los Angeles Times https://t.co/5VJ6XzWTBq, see… https://t.co/QqeA5xr89T"
"1231","like by not taking the vaccine you’re basically saying you think getting covid would be safer when we know the odds… https://t.co/FuMJRneQb1"
"1232","people be like “i’m not taking the vaccine they haven’t tested it enough it could have side effects”

you know what… https://t.co/oNcUvpNx5u"
"1233","RT @RyanRallyOh: Not good news for the EU officials involved.
""email exchanges between EU officials and the European Medicines Agency show…"
"1234","Since you claim you're out of vaccine @jkenney
  &amp; @tylershandro, will you do your part and allow Albertans to join… https://t.co/2Hxe1HolHo"
"1235","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1236","RT @JoshuasTruth: #DoNotTakeTheirVaccine.

Visit https://t.co/9iA6LB0QE9 for coverage on the Covid-19 vaccines, the truth of the Tuskegee S…"
"1237","RT @Effiedeans: Scotland has nearly 15 times the Covid deaths as Norway, now Sturgeon's vaccine delays are killing more
https://t.co/Pfvy3I…"
"1238","Palestine Refugees Are Forced to the Back of the COVID Vaccine Line https://t.co/i7b562H3BW via @truthout"
"1239","Okotoks paramedic receives her COVID vaccine https://t.co/UKeVi4ckOu https://t.co/JytHYnhorT"
"1240","@Es0phagus @Katyandtheboys @BBCNews You’re confusing me with the hysterical covid gang. 

I’m pro vaccine but want… https://t.co/R1Y61gR5Th"
"1241","RT @LeslieH24367191: Demented, absolutely demented 

Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nati…"
"1242","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"1243","Scottish care home staff face sack if they refuse Covid vaccine | Scotland | The Times https://t.co/N8wBMToe2G"
"1244","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"1245","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1246","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…"
"1247","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1248","ASHA workers in Assam say ‘no’ to Covid vaccine shot unless salary is hiked https://t.co/BuSOpZdtys"
"1249","RT @JoePajak: “4,062,501 people have received a first dose of #COVID-19 #vaccine. However, only 452,301 have received a second dose. Import…"
"1250","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1251","RT @SaleemFarrukh: Forgot to allocate funds for COVID Vaccine
Didn’t forget to allocate $29 million for Broadsheet https://t.co/Hkl2t4T9sp"
"1252","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1253","I just got my first dose of the Covid vaccine and didn't feel a thing <U+0001F62A> y'all scared for what"
"1254","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1255","RT @SherOnHealth: Why has @pfizer pushed Canada to the back of the line for #COVID19 vaccine and when will @JustinTrudeau fight back for Ca…"
"1256","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"1257","RT @Refugees: Elderly refugees in Jordan’s @ZaatariCamp started receiving the COVID-19 vaccine https://t.co/CSJECv8SjH"
"1258","RT @SkyNewsAust: People who have not received a COVID-19 vaccine in New South Wales could be prevented from entering certain public venues…"
"1259","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1260","RT @news4buffalo: Dr. Henry Anyimadu, an infectious disease specialist with Hartford HealthCare says older folks should wait until they've…"
"1261","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1262","RT @mojos55: Conflicts of interest among the #UK government's covid-19 ...www.bmj.com › content › bmj
By July the UK government had signed…"
"1263","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1264","RT @nicholasdante_: BREAKING NEWS: Britney Spears has stolen the COVID-19 vaccine. Motive’s unknown. https://t.co/jZnxz4gBoA"
"1265","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1266","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1267","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1268","sobering news -we continue to be 'casual' about the basics - cover - distance - avoid! all the best to our country!… https://t.co/hRFBonCnrZ"
"1269","Died within 28 days of receiving a covid-19 vaccine #Covid19"
"1270","The @WHO director-general said rich countries buying up all the doses of COVID vaccines was a ""catastrophic moral f… https://t.co/hfvLUFeGbD"
"1271","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1272","RT @CBSNews: Andrew Cuomo: COVID-19 vaccine allocation to New York hospitals depends on how fast they can distribute doses https://t.co/dIY…"
"1273","RT @drdavidsamadi: If you are entering the US by plane after January 26, you need to show that you have tested negative for COVID-19.

The…"
"1274","Norway denies 'direct link' between 33 deaths of elderly and vaccine https://t.co/xehLx7xS0x via @MailOnline

So wh… https://t.co/ZFEi7hRilv"
"1275","RT @johnandi: Just received an appointment for my first Covid vaccine injection, next Saturday. Second one 10-12 weeks later, they say. We…"
"1276","Thread by @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, thro… https://t.co/DiqBnvXjlo"
"1277","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"1278","RT @NHSEngland: When the NHS contacts you or a loved one to get vaccinated, there are a few places you may be asked to go — a local hospita…"
"1279","The 1st vaccine for Covid-19 may soon run out as global demand increases exponentially.

The Pfizer Chiefs said the… https://t.co/PdB4ZEwHPw"
"1280","RT @KING5Seattle: Inslee to announce new COVID-19 vaccine distribution partnership in Washington https://t.co/7hcZDZ1XWQ"
"1281","he took the covid vaccine a week ago...... 
he is from UK and a very real person....
god!!! 
,<U+0001F631><U+0001F631> https://t.co/fCqbg4W9S1"
"1282","Hacked emails allegedly detail how EU drug regulator was pressured to approve Pfizer jab despite ‘problems’ with th… https://t.co/DN7eO3z1yV"
"1283","Pasadena Residents 75 or Older Eligible to Receive COVID-19 Vaccine https://t.co/doEccS9Y60"
"1284","RT @sidhant: 2 million Indian Covishield #Covid vaccine expected to be gifted by India to Bangladesh on 20th January."
"1285","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1286","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1287","""Yes, you will need to continue wearing a mask and taking other precautions after being fully vaccinated. That’s be… https://t.co/6dPBTpi1g3"
"1288","RT @JoePajak: “4,062,501 people have received a first dose of #COVID-19 #vaccine. However, only 452,301 have received a second dose. Import…"
"1289","RT @HeyNurse_lb: In waiting room...about to get my COVID vaccine, dose #1. https://t.co/vuIodj41rt"
"1290","@AT_1899 @mmpadellan Never underestimate the stupidity of an average Trump supporter brother. Remember that these c… https://t.co/bSEB8ePvtQ"
"1291","COVID-19 Vaccine Themes Persist in Fraud Schemes https://t.co/jcGpnl11Cn https://t.co/WCZeFdNjwG"
"1292","California Halts COVID Vaccinations

Moderna Batch Linked To ""Unusually High Number"" Of Adverse Reactions… https://t.co/g4XGxxfsEY"
"1293","This is MY America

""This Michigan marijuana dispensary is giving free weed to anyone who got the COVID-19 vaccine""

https://t.co/gUbLhQYLUs"
"1294","RT @sapiofoxxy: 'Covid' didn't get them, but the #vaccine did. Few people realise there is a reporting system to track #adverse events rela…"
"1295","Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus… https://t.co/5Mj32KfGHF"
"1296","RT @DLeonhardt: Dr. Offit told me we should be greeting the Covid vaccines with the same enthusiasm that greeted the polio vaccine: “It sho…"
"1297","RT @NCSC: The coronavirus vaccine is free on the NHS so health service staff will never ask for payment to get it.

If you've received a su…"
"1298","RT @VaccineStatusUK: 4,062,501 individuals in the UK received at least one dose of a COVID vaccine as of 18 January 2021 (Source:
@PHE_uk)…"
"1299","California Halts Injections of Moderna Covid Vaccine Batch Due to ‘Higher-Than-Usual Number of Adverse Events’ https://t.co/5v90C3rQf3"
"1300","RT @YouGov: The majority of Britons (61%) now feel the government is handling the Covid-19 vaccine rollout well. This is up from 41% when a…"
"1301","I have my first Covid vaccine appointment booked and I am beyond pleased!"
"1302","@GovernorKayIvey Dead last in COVID-19 vaccine rollout. Do better"
"1303","RT @sapiofoxxy: 'Covid' didn't get them, but the #vaccine did. Few people realise there is a reporting system to track #adverse events rela…"
"1304","RT @garylfrancione: My new essay on https://t.co/NOMy3CN9Yj: Do Vegans Who Get a COVID-19 Vaccine Abandon Their Moral Principles? Yes--and…"
"1305","Most tone deaf party outside of ANC that is tone deaf about #CovidVaccine dangers <U+0001F441><U+FE0F><U+0001F441><U+FE0F><U+0001F441><U+FE0F>

@jsteenhuisen… https://t.co/8OqS3bSQ2D"
"1306","RT @HegKong: @wrighty1000 The yellow fever vaccine has been available for more than 80 years, whereas the Covid vaccines have only been tes…"
"1307","RT @KTLA: California officials told providers across the state to pause administering doses from one specific COVID-19 vaccine lot from Mod…"
"1308","""The world is on the brink of a catastrophic moral failure and the price of this failure will be paid with lives an… https://t.co/XfqYvbir1Z"
